f_property_type,f_room_type,f_room_type2,f_neighbourhood_cleansed,f_host_response_time,p_host_response_rate,p_host_acceptance_rate,usd_price,n_accommodates,n_bathrooms,n_bedrooms,n_beds,n_review_scores_rating,n_number_of_reviews,n_reviews_per_month,n_minimum_nights,n_availability_365,n_days_sincefirst,n_days_sincelast,d_backyard,d_baking_sheet,d_barbecue_utensils,d_bathtub,d_bed_linens,d_board_games,d_building_staff,d_carbon_monoxide_alarm,d_cleaning_before_checkout,d_cleaning_products,d_cooking_basics,d_dining_table,d_dishes_and_silverware,d_drying_rack_for_clothing,d_elevator,d_essentials,d_ethernet_connection,d_ev_charger,d_extra_pillows_and_blankets,d_fire_extinguisher,d_first_aid_kit,d_freezer,d_hangers,d_host_greets_you,d_hot_tub,d_hot_water,d_hot_water_kettle,d_keypad,d_laundromat_nearby,d_lock_on_bedroom_door,d_lockbox,d_long_term_stays_allowed,d_luggage_dropoff_allowed,d_microwave,d_mini_fridge,d_outdoor_dining_area,d_outdoor_furniture,d_outlet_covers,d_private_entrance,d_roomdarkening_shades,d_safe,d_security_cameras_on_property,d_single_level_home,d_smart_lock,d_smoke_alarm,d_toaster,d_waterfront,d_window_guards,d_wine_glasses,d_have_kitchen,d_have_stove,d_have_oven,d_have_frige,d_have_o_machineee_machinecoffee,d_have_gril,d_have_freeon_premises,d_have_freestreet,d_host_is_superhost,d_host_identity_verified,price,id,neighbourhood_cleansed,room_type,property_type
(condo),Entire home/apt,Entire/Apt,Favoriten,within an hour,100,0,63.839999999999996,4,1.5,2,4,5,3,0.09,4,340,1015,835,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,56,29090986,Favoriten,Entire home/apt,(condo)
unit,Entire home/apt,Entire/Apt,Rudolfsheim-F<U+009F>nfhaus,within an hour,100,100,75.24,4,1.5,2,2,4.93,136,3.73,5,97,1092,15,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,66,29095130,Rudolfsheim-F<U+009F>nfhaus,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Mariahilf,within an hour,100,100,68.39999999999999,3,1,1,2,4.57,9,0.24,7,77,1145,61,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,60,29096660,Mariahilf,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Wieden,a few days or more,0,36,717.06,6,1,2,3,5,4,0.11,1,365,1069,941,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,629,29097823,Wieden,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Wieden,a few days or more,0,36,717.06,6,1,1,3,4.89,18,0.48,1,365,1131,403,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1,629,29098315,Wieden,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Wieden,a few days or more,0,36,717.06,6,1,1,3,4.43,7,0.19,1,251,1094,1005,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,629,29098574,Wieden,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,NA,NA,NA,NA,96.89999999999999,3,1,1,2,5,7,0.18,2,0,1144,1095,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,85,29100833,Landstra§e,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Wieden,within an hour,90,98,45.599999999999994,2,1,1,2,4.73,49,1.27,2,361,1152,23,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,40,29121647,Wieden,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Mariahilf,NA,NA,NA,45.599999999999994,2,1,1,2,4.74,73,1.9,3,162,1152,19,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,40,29125565,Mariahilf,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Leopoldstadt,NA,NA,NA,85.49999999999999,4,1.5,NA,1,NA,0,NA,4,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,75,29145002,Leopoldstadt,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Leopoldstadt,NA,NA,0,78.66,2,1,1,1,5,7,0.18,3,36,1143,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,69,29148032,Leopoldstadt,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Meidling,NA,NA,NA,51.3,4,1,1,1,4,1,0.03,2,0,1132,1132,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,45,29148125,Meidling,Entire home/apt,unit
(condo),Entire home/apt,Entire/Apt,Rudolfsheim-F<U+009F>nfhaus,within a day,100,93,55.85999999999999,2,1,NA,1,4.92,71,1.85,2,159,1151,20,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,49,29152166,Rudolfsheim-F<U+009F>nfhaus,Entire home/apt,(condo)
unit,Entire home/apt,Entire/Apt,Leopoldstadt,within an hour,97,89,68.39999999999999,2,1,NA,1,5,5,0.15,60,342,976,342,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,60,29154942,Leopoldstadt,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Margareten,NA,NA,50,51.3,6,1.5,2,3,4.92,48,1.28,2,0,1128,473,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,45,29168923,Margareten,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Favoriten,within an hour,100,89,51.3,4,1.5,NA,2,4.8,171,4.55,1,174,1127,19,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,45,29169528,Favoriten,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Liesing,within an hour,100,100,62.699999999999996,2,1,1,1,4.68,20,0.52,2,67,1154,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,55,29202956,Liesing,Entire home/apt,unit
apartment,Entire home/apt,Entire/Apt,Innere Stadt,within an hour,100,100,215.45999999999998,2,1,1,1,NA,0,NA,2,26,NA,NA,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,189,29203831,Innere Stadt,Entire home/apt,apartment
apartment,Entire home/apt,Entire/Apt,Innere Stadt,within an hour,100,100,145.92,2,1,NA,1,NA,0,NA,2,45,NA,NA,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,128,29203977,Innere Stadt,Entire home/apt,apartment
apartment,Entire home/apt,Entire/Apt,Innere Stadt,within an hour,100,100,259.91999999999996,2,1,1,1,NA,0,NA,2,46,NA,NA,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,228,29204097,Innere Stadt,Entire home/apt,apartment
apartment,Entire home/apt,Entire/Apt,Innere Stadt,within an hour,100,100,152.76,2,1,NA,1,4,3,0.08,2,46,1072,50,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,134,29204157,Innere Stadt,Entire home/apt,apartment
unit,Entire home/apt,Entire/Apt,Mariahilf,NA,NA,NA,136.79999999999998,4,1,1,2,5,1,0.03,5,339,1071,1071,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,120,29204555,Mariahilf,Entire home/apt,unit
apartment,Entire home/apt,Entire/Apt,Innere Stadt,within an hour,100,100,205.2,2,1,1,1,4.4,5,0.21,2,39,713,19,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,180,29204672,Innere Stadt,Entire home/apt,apartment
unit,Entire home/apt,Entire/Apt,Mariahilf,within an hour,100,100,51.3,2,1,1,1,4.74,183,4.79,1,155,1144,10,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,45,29211339,Mariahilf,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Neubau,within an hour,100,100,43.31999999999999,3,1,1,2,4.88,72,2.01,1,86,1075,43,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,38,29224222,Neubau,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Donaustadt,within an hour,100,100,67.25999999999999,2,1,NA,1,4.97,36,0.95,3,161,1131,86,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,59,29227633,Donaustadt,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Leopoldstadt,NA,NA,NA,91.19999999999999,2,1,1,1,4.82,11,0.31,3,161,1070,705,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,80,29238627,Leopoldstadt,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Mariahilf,within a day,100,73,192.66,2,1,1,1,5,2,0.06,6,364,950,783,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,169,29244175,Mariahilf,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Leopoldstadt,within a few hours,90,98,262.2,4,1,1,2,4.77,26,0.68,26,75,1145,720,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,230,29244546,Leopoldstadt,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Brigittenau,NA,NA,NA,79.8,2,1.5,1,2,4.94,110,2.87,1,344,1148,17,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,70,29249926,Brigittenau,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Wieden,NA,NA,NA,77.52,2,1,1,1,5,6,0.16,2,0,1096,844,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,68,29271920,Wieden,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Leopoldstadt,NA,NA,NA,62.699999999999996,2,1,1,1,4.17,7,0.19,2,0,1124,997,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,55,29277176,Leopoldstadt,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Innere Stadt,within an hour,90,100,134.51999999999998,2,1,1,1,4.87,67,1.84,1,118,1089,35,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,118,29292525,Innere Stadt,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,NA,NA,NA,NA,56.99999999999999,4,1,1,4,4.97,39,1.02,4,0,1145,102,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,50,29302435,Landstra§e,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Hernals,NA,NA,NA,87.77999999999999,5,1,2,3,4.68,59,1.55,2,159,1140,32,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,77,29309635,Hernals,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Hernals,within an hour,100,100,39.9,3,1,3,3,4.71,97,2.69,1,82,1080,31,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,35,29324020,Hernals,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Ottakring,within an hour,100,100,44.459999999999994,3,1,2,2,4.73,91,2.54,1,75,1075,24,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,39,29324493,Ottakring,Entire home/apt,unit
home,Entire home/apt,Entire/Apt,D<U+009A>bling,within a few hours,100,93,911.9999999999999,6,2,3,4,5,2,0.05,4,0,1098,807,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,800,29326456,D<U+009A>bling,Entire home/apt,home
unit,Entire home/apt,Entire/Apt,Margareten,NA,NA,100,56.99999999999999,4,1,1,2,4.48,69,1.93,30,0,1074,634,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,50,29331500,Margareten,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Wieden,within a few hours,90,98,91.19999999999999,6,1,3,3,4.42,54,1.43,2,351,1134,25,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,80,29335901,Wieden,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Wieden,within a few hours,90,98,78.66,6,1.5,2,3,4.43,30,0.79,2,356,1143,38,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,69,29337422,Wieden,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Leopoldstadt,within an hour,100,96,93.47999999999999,6,1.5,1,3,4.87,89,2.44,3,154,1095,31,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,82,29350882,Leopoldstadt,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Ottakring,within a few hours,100,100,56.99999999999999,2,1,1,1,4.75,24,0.66,4,37,1090,618,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,50,29354109,Ottakring,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,NA,within an hour,100,100,49.019999999999996,2,1,1,1,4.89,148,3.89,2,157,1141,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,43,29361019,Landstra§e,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Brigittenau,NA,NA,NA,43.31999999999999,3,1,NA,1,4.82,34,0.89,2,0,1143,854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,38,29363780,Brigittenau,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Brigittenau,NA,NA,NA,78.66,4,1,2,5,4.79,28,0.76,2,341,1103,35,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,69,29376684,Brigittenau,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Mariahilf,within an hour,95,100,137.94,5,2.5,2,NA,4.97,36,0.95,3,314,1136,17,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,121,29380588,Mariahilf,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Rudolfsheim-F<U+009F>nfhaus,within an hour,97,99,50.16,2,1,1,1,4.91,76,2.07,1,75,1098,32,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,44,29402845,Rudolfsheim-F<U+009F>nfhaus,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Wieden,within an hour,100,99,150.48,4,1,1,2,4.44,9,0.29,1,324,932,4,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,132,29405704,Wieden,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Wieden,within an hour,100,99,139.07999999999998,2,1,1,1,4.8,10,0.28,1,353,1069,60,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,122,29406011,Wieden,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Meidling,within an hour,100,100,108.3,4,1,1,2,4.73,30,0.84,2,362,1075,18,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,95,29421839,Meidling,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Meidling,within an hour,100,100,112.85999999999999,4,1,1,2,4.68,50,1.37,2,358,1096,32,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,99,29421977,Meidling,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Meidling,within an hour,100,100,67.25999999999999,2,1,1,1,4,4,0.11,2,130,1134,7,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,59,29422083,Meidling,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Meidling,within an hour,100,100,96.89999999999999,2,1,1,1,4.75,72,1.97,2,358,1097,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,85,29422085,Meidling,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Meidling,within an hour,100,100,77.52,4,1,1,1,4.66,41,1.28,2,171,962,10,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,68,29430352,Meidling,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Meidling,within an hour,100,100,108.3,4,1,1,2,4.81,32,0.85,2,188,1134,425,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,95,29431058,Meidling,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Meidling,within an hour,100,100,86.63999999999999,4,1,1,2,4.7,37,1.02,2,364,1082,32,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,76,29433005,Meidling,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Meidling,within an hour,100,100,75.24,2,1,1,1,4.56,32,0.85,1,354,1131,18,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,66,29433087,Meidling,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Ottakring,within a few hours,100,92,74.1,2,1,1,2,4.92,13,0.36,5,95,1096,294,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,65,29442233,Ottakring,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Neubau,NA,NA,86,54.72,3,1.5,1,2,4.88,17,0.45,4,0,1122,93,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,48,29453077,Neubau,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Favoriten,within a few hours,80,50,55.85999999999999,4,1,2,2,4.92,65,1.72,5,61,1131,598,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,49,29455434,Favoriten,Entire home/apt,unit
(condo),Entire home/apt,Entire/Apt,Alsergrund,NA,NA,100,45.599999999999994,2,1,1,1,4.94,31,0.97,2,0,956,94,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,40,29476339,Alsergrund,Entire home/apt,(condo)
